Hotel Name,City,Budget for 1 day and night (INR),Google Maps Rating
Garden Hub,Mumbai,3564,4.3
Bistro Heaven,Mumbai,2131,2.7
Inn Grill,Mumbai,6730,3.8
Royal Oasis,Mumbai,3047,2.9
Hotel Corner,Mumbai,6671,4.8
Inn Spice,Mumbai,4439,2.8
Inn Retreat,Chennai,5005,4.0
Palace Heaven,Chennai,6943,3.8
Inn Paradise,Chennai,1673,3.9
Inn Oasis,Chennai,3707,3.1
Bistro Terrace,Chennai,4056,3.0
The Corner,Chennai,3638,2.6
Lounge Delight,Chennai,6700,4.6
The Spice,Kolkata,4609,2.5
The Delight,Kolkata,3588,4.9
Resort Spice,Kolkata,5539,4.7
Plaza Delight,Kolkata,6575,3.8
Palace Hub,Kolkata,2018,2.6
Palace Retreat,Kolkata,6635,2.5
Plaza Hub,Kolkata,1170,3.8
Garden Grill,Bengaluru,6426,4.7
Bistro Corner,Bengaluru,2963,4.3
Lounge Corner,Bengaluru,3856,2.9
Palace Retreat,Bengaluru,1527,3.8
Plaza Oasis,Bengaluru,6716,4.9
The Retreat,Bengaluru,5606,3.2
Royal Heaven,Bengaluru,2043,4.0
Bistro Paradise,Bengaluru,4951,3.6
Royal Paradise,Hyderabad,1803,3.6
Hotel Corner,Hyderabad,6478,3.5
Bistro Paradise,Hyderabad,1489,4.0
Lounge Spice,Hyderabad,6425,2.9
Royal Corner,Hyderabad,5136,4.8
Hotel Grill,Hyderabad,6871,3.6
Cafe Grill,Hyderabad,4147,4.7
Bistro Retreat,Hyderabad,4252,4.9
Hotel Heaven,Hyderabad,2431,3.5
Bistro Oasis,Hyderabad,5008,2.8
Bistro Terrace,Pune,5620,2.9
Bistro Retreat,Pune,3452,3.5
Lounge Corner,Pune,1710,3.1
Royal Terrace,Pune,5929,4.2
Royal Heaven,Pune,5628,3.2
Garden Hub,Pune,1127,2.6
Inn Oasis,Pune,1097,4.7
Bistro Heaven,Pune,4479,2.6
Plaza Retreat,Pune,3469,2.6
Plaza Retreat,Pune,4343,4.8
Plaza Hub,Ahmedabad,5583,3.3
Inn Corner,Ahmedabad,2723,2.5
Bistro Terrace,Ahmedabad,842,3.2
Royal Oasis,Ahmedabad,6116,3.8
Bistro Grill,Ahmedabad,3739,3.1
Inn Corner,Ahmedabad,5572,4.7
Bistro Spice,Ahmedabad,5908,4.0
Resort Paradise,Ahmedabad,1134,2.9
Hotel Hub,Jaipur,957,4.3
The Hub,Jaipur,1039,5.0
Hotel Spice,Jaipur,2809,4.9
Garden Hub,Jaipur,4679,4.9
Inn Grill,Jaipur,1014,2.6
Palace Corner,Jaipur,5582,3.4
Bistro Oasis,Jaipur,3313,3.5
Plaza Oasis,Lucknow,5722,4.0
Cafe Terrace,Lucknow,5668,3.4
Resort Delight,Lucknow,1111,4.4
Inn Heaven,Lucknow,5136,3.4
Plaza Hub,Lucknow,4579,3.0
Inn Retreat,Lucknow,1229,4.8
Bistro Terrace,Delhi,3671,2.7
The Retreat,Delhi,2378,2.5
Inn Delight,Delhi,2291,2.6
Plaza Heaven,Delhi,5146,3.1
Royal Delight,Delhi,2644,4.0
Plaza Oasis,Delhi,5565,3.5
Cafe Retreat,Delhi,2671,3.4
Plaza Delight,Delhi,1637,4.7
Bistro Spice,Delhi,1917,4.4
Palace Hub,Delhi,1911,5.0
Palace Paradise,Mumbai,6740,4.1
Cafe Terrace,Mumbai,4594,4.3
Bistro Terrace,Mumbai,6385,4.1
Plaza Corner,Mumbai,6513,2.9
Bistro Retreat,Mumbai,2694,3.6
Royal Heaven,Mumbai,3792,3.2
Inn Grill,Mumbai,4795,4.6
Inn Heaven,Mumbai,4651,4.6
Royal Retreat,Mumbai,2593,4.1
Hotel Terrace,Mumbai,3399,4.5
Royal Grill,Chennai,4272,4.2
Royal Grill,Chennai,5170,2.6
Palace Heaven,Chennai,2576,4.5
Resort Hub,Chennai,5316,3.9
Hotel Delight,Chennai,1100,3.2
Garden Heaven,Chennai,3774,3.4
Inn Spice,Chennai,3027,4.4
Plaza Hub,Kolkata,1371,5.0
Plaza Terrace,Kolkata,6447,2.7
Cafe Grill,Kolkata,4384,3.4
Hotel Oasis,Kolkata,3530,4.4
Palace Terrace,Kolkata,4311,2.6
Inn Heaven,Kolkata,5013,4.0
Bistro Paradise,Kolkata,3510,4.2
Hotel Corner,Bengaluru,866,3.8
Resort Terrace,Bengaluru,1340,4.8
Resort Oasis,Bengaluru,2300,4.1
Garden Paradise,Bengaluru,1007,4.7
Plaza Retreat,Bengaluru,2367,5.0
Inn Grill,Bengaluru,6754,3.1
Inn Spice,Bengaluru,6560,5.0
The Corner,Bengaluru,2820,4.9
Resort Grill,Hyderabad,5632,5.0
Bistro Paradise,Hyderabad,3419,4.7
Hotel Terrace,Hyderabad,2293,4.0
Plaza Delight,Hyderabad,5174,3.9
Palace Paradise,Hyderabad,3216,4.7
Bistro Grill,Hyderabad,933,4.4
Hotel Spice,Hyderabad,2725,3.8
Palace Oasis,Hyderabad,6847,4.0
Resort Corner,Hyderabad,2027,2.9
Hotel Retreat,Hyderabad,3197,3.6
Palace Corner,Pune,3819,3.9
The Paradise,Pune,1601,4.6
Lounge Delight,Pune,2294,3.9
Lounge Retreat,Pune,6118,3.6
Inn Paradise,Pune,3371,4.9
Royal Retreat,Pune,3798,4.3
Resort Delight,Pune,1518,4.4
Garden Hub,Pune,2134,4.5
Inn Heaven,Pune,4992,4.4
Plaza Grill,Pune,3168,3.3
Hotel Retreat,Ahmedabad,3155,3.4
Resort Heaven,Ahmedabad,1839,3.9
Bistro Delight,Ahmedabad,6617,2.6
Palace Oasis,Ahmedabad,2592,3.2
Cafe Spice,Ahmedabad,2379,4.9
The Retreat,Ahmedabad,5951,2.7
Inn Oasis,Ahmedabad,1406,4.9
Lounge Spice,Ahmedabad,5292,4.8
Palace Grill,Jaipur,4175,4.2
The Paradise,Jaipur,4972,3.8
Lounge Heaven,Jaipur,3704,2.8
Hotel Retreat,Jaipur,1317,3.8
Cafe Spice,Jaipur,2336,4.1
Garden Terrace,Jaipur,1078,2.8
Bistro Hub,Jaipur,5271,4.6
Palace Heaven,Lucknow,3151,4.0
Lounge Spice,Lucknow,2375,3.9
Plaza Grill,Lucknow,1075,3.0
Lounge Terrace,Lucknow,4491,3.7
Inn Grill,Lucknow,4874,3.3
Garden Retreat,Lucknow,6899,4.8
Garden Heaven,Delhi,3368,3.9
Palace Paradise,Delhi,5157,2.7
Lounge Heaven,Delhi,2831,4.8
Resort Corner,Delhi,2730,3.9
Palace Terrace,Delhi,5096,3.1
The Oasis,Delhi,2926,2.8
Lounge Oasis,Delhi,4704,3.4
Lounge Spice,Delhi,4296,2.9
Palace Spice,Delhi,3547,3.7
Cafe Grill,Delhi,5516,2.8
Palace Delight,Mumbai,5418,2.5
Resort Corner,Mumbai,3615,4.1
Resort Grill,Mumbai,5864,3.8
Resort Delight,Mumbai,2754,3.0
Cafe Delight,Mumbai,6521,3.8
Bistro Hub,Mumbai,4143,4.3
Inn Delight,Mumbai,3090,3.6
Royal Spice,Mumbai,3289,4.0
Bistro Heaven,Mumbai,4031,4.1
Inn Retreat,Mumbai,5848,4.2
Plaza Heaven,Chennai,2709,4.7
Cafe Corner,Chennai,3822,2.9
Palace Retreat,Chennai,3653,4.6
Lounge Heaven,Chennai,2254,4.9
Royal Grill,Chennai,4351,3.3
Garden Corner,Chennai,5231,4.0
Palace Oasis,Chennai,5479,3.1
Royal Spice,Kolkata,1181,2.7
Inn Paradise,Kolkata,4498,4.4
Inn Corner,Kolkata,6564,2.6
Plaza Corner,Kolkata,2790,2.6
Bistro Spice,Kolkata,5154,4.4
Palace Oasis,Kolkata,1647,2.9
Royal Oasis,Kolkata,3598,4.5
Resort Hub,Bengaluru,1556,3.6
Inn Heaven,Bengaluru,1329,3.2
Royal Oasis,Bengaluru,836,4.5
Cafe Heaven,Bengaluru,2059,4.0
Royal Retreat,Bengaluru,3819,3.0
Cafe Hub,Bengaluru,6618,2.6
Garden Grill,Bengaluru,6183,3.1
Bistro Heaven,Bengaluru,4394,4.7
Royal Terrace,Hyderabad,3730,4.5
The Oasis,Hyderabad,5393,4.3
Cafe Oasis,Hyderabad,2097,4.6
Bistro Spice,Hyderabad,2019,4.8
Plaza Heaven,Hyderabad,1583,4.8
The Hub,Hyderabad,6792,3.0
Lounge Oasis,Hyderabad,1960,4.2
Cafe Retreat,Hyderabad,1065,3.7
Lounge Heaven,Hyderabad,6251,3.5
The Oasis,Hyderabad,6567,4.0
Cafe Terrace,Pune,1417,3.8
Royal Delight,Pune,5123,4.5
Hotel Hub,Pune,1404,3.6
Palace Retreat,Pune,1457,3.8
Bistro Grill,Pune,5097,4.1
Garden Retreat,Pune,2466,3.3
Bistro Delight,Pune,1588,3.5
Palace Hub,Pune,1934,3.7
Inn Paradise,Pune,2411,4.0
Cafe Spice,Pune,5018,3.9
Palace Retreat,Ahmedabad,3723,3.5
Garden Oasis,Ahmedabad,1971,4.3
Resort Hub,Ahmedabad,6398,4.8
The Oasis,Ahmedabad,3206,2.7
Lounge Terrace,Ahmedabad,3887,4.0
Cafe Heaven,Ahmedabad,2006,4.6
The Heaven,Ahmedabad,2997,4.7
Cafe Paradise,Ahmedabad,4884,2.5
Bistro Retreat,Jaipur,1267,3.0
Palace Retreat,Jaipur,5823,3.0
Garden Terrace,Jaipur,1546,4.8
Inn Hub,Jaipur,4857,3.7
Inn Paradise,Jaipur,5583,2.6
Cafe Grill,Jaipur,6046,3.8
Garden Corner,Jaipur,845,3.7
Royal Corner,Lucknow,3041,3.6
Royal Grill,Lucknow,3688,3.7
The Spice,Lucknow,3450,3.6
Resort Grill,Lucknow,2509,2.6
Lounge Spice,Lucknow,6879,4.9
Inn Grill,Lucknow,1019,3.2
Hotel Corner,Delhi,5711,4.2
Inn Corner,Delhi,1319,3.9
Plaza Heaven,Delhi,3124,3.2
Bistro Corner,Delhi,5128,3.4
Lounge Oasis,Delhi,6966,4.7
Palace Spice,Delhi,4323,4.2
Garden Spice,Delhi,5391,3.5
Resort Spice,Delhi,1610,3.7
Plaza Spice,Delhi,2658,5.0
Palace Spice,Delhi,6201,3.6
Garden Heaven,Mumbai,1731,3.0
Resort Paradise,Mumbai,4246,3.7
Lounge Delight,Mumbai,3897,3.4
Royal Grill,Mumbai,6428,4.0
Inn Terrace,Mumbai,2580,3.6
Royal Terrace,Mumbai,6285,4.7
Cafe Spice,Mumbai,3914,2.5
Bistro Delight,Mumbai,4964,3.9
Royal Terrace,Mumbai,1146,4.9
Bistro Heaven,Mumbai,5082,2.8
Palace Oasis,Chennai,4967,2.9
Bistro Corner,Chennai,5387,2.8
Royal Terrace,Chennai,4663,4.9
Inn Grill,Chennai,2121,2.6
Bistro Corner,Chennai,3370,4.6
Resort Grill,Chennai,3775,3.0
Cafe Terrace,Chennai,6459,4.2
Palace Spice,Kolkata,5108,4.4
Resort Spice,Kolkata,3453,3.8
Palace Heaven,Kolkata,3174,3.2
Palace Spice,Kolkata,1113,4.4
Inn Spice,Kolkata,3279,2.7
Lounge Corner,Kolkata,5927,2.7
Garden Hub,Kolkata,3331,4.6
Hotel Grill,Bengaluru,3540,3.8
Garden Spice,Bengaluru,5939,4.1
Bistro Paradise,Bengaluru,6017,3.6
Resort Heaven,Bengaluru,6655,4.5
Lounge Delight,Bengaluru,2716,4.7
Hotel Terrace,Bengaluru,2849,2.8
Plaza Grill,Bengaluru,2177,3.7
The Grill,Bengaluru,2770,4.8
Bistro Grill,Hyderabad,2140,3.2
Royal Oasis,Hyderabad,4441,3.3
Inn Heaven,Hyderabad,2327,4.7
Inn Terrace,Hyderabad,5551,4.1
The Oasis,Hyderabad,3732,2.7
Resort Retreat,Hyderabad,1830,4.0
Resort Retreat,Hyderabad,5687,4.3
Hotel Delight,Hyderabad,2569,3.2
Resort Oasis,Hyderabad,1074,4.6
Resort Corner,Hyderabad,4172,3.7
Resort Hub,Pune,4725,3.0
Palace Hub,Pune,4522,3.7
Royal Paradise,Pune,1502,2.6
Palace Corner,Pune,1671,4.5
Cafe Hub,Pune,2424,4.7
Resort Delight,Pune,5882,4.9
Plaza Oasis,Pune,6383,3.5
Lounge Delight,Pune,2198,3.1
Garden Oasis,Pune,6295,4.5
The Oasis,Pune,2127,4.6
Cafe Corner,Ahmedabad,3129,3.4
Inn Grill,Ahmedabad,4073,3.9
Garden Grill,Ahmedabad,4788,3.8
Inn Corner,Ahmedabad,3003,3.9
Garden Delight,Ahmedabad,6350,3.9
Royal Heaven,Ahmedabad,3669,4.7
Inn Paradise,Ahmedabad,2469,3.6
Lounge Terrace,Ahmedabad,1961,3.4
Hotel Retreat,Jaipur,2682,2.9
The Corner,Jaipur,2618,4.8
Royal Paradise,Jaipur,2430,3.6
Inn Corner,Jaipur,2420,4.6
Garden Terrace,Jaipur,2065,2.8
Royal Terrace,Jaipur,1508,4.3
Cafe Terrace,Jaipur,2102,3.3
Garden Delight,Lucknow,5799,3.4
Plaza Hub,Lucknow,6250,3.2
The Oasis,Lucknow,3889,2.7
Lounge Heaven,Lucknow,6405,3.3
Bistro Retreat,Lucknow,3331,4.3
Royal Spice,Lucknow,5317,3.0
The Delight,Delhi,5314,3.0
Garden Grill,Delhi,5225,2.6
Garden Spice,Delhi,3794,4.1
Resort Paradise,Delhi,2925,4.6
Cafe Corner,Delhi,3030,2.7
Cafe Grill,Delhi,2022,4.1
The Terrace,Delhi,5202,3.0
Cafe Spice,Delhi,905,2.8
Garden Corner,Delhi,2074,4.4
Lounge Corner,Delhi,2710,3.9
Hotel Heaven,Mumbai,5680,3.3
Resort Delight,Mumbai,1554,3.3
Lounge Delight,Mumbai,4045,3.4
Garden Delight,Mumbai,4882,3.2
Cafe Hub,Mumbai,6229,4.0
Lounge Heaven,Mumbai,5346,3.3
Hotel Terrace,Mumbai,6606,4.5
Cafe Hub,Mumbai,6336,3.3
Bistro Retreat,Mumbai,5924,3.7
Royal Grill,Mumbai,2884,4.7
Palace Oasis,Chennai,2942,3.9
Plaza Heaven,Chennai,6478,4.5
Plaza Delight,Chennai,4130,3.9
Cafe Oasis,Chennai,5003,2.7
Hotel Terrace,Chennai,4182,3.5
Royal Terrace,Chennai,5647,4.0
The Heaven,Chennai,3058,3.4
Lounge Retreat,Kolkata,6845,4.1
Garden Grill,Kolkata,1909,3.1
Garden Corner,Kolkata,2116,3.4
The Corner,Kolkata,6691,3.4
Plaza Heaven,Kolkata,6230,4.9
Plaza Paradise,Kolkata,3859,4.2
Palace Retreat,Kolkata,2436,2.8
Lounge Grill,Bengaluru,4494,2.8
Lounge Corner,Bengaluru,1516,4.9
The Heaven,Bengaluru,5332,4.0
Bistro Grill,Bengaluru,1555,2.9
Plaza Heaven,Bengaluru,1575,4.7
Royal Grill,Bengaluru,921,4.1
Palace Corner,Bengaluru,6717,4.8
Bistro Oasis,Bengaluru,2169,3.5
Cafe Oasis,Hyderabad,5454,4.6
Hotel Heaven,Hyderabad,2095,3.5
Garden Spice,Hyderabad,4426,3.1
Plaza Heaven,Hyderabad,5688,4.0
Hotel Paradise,Hyderabad,6263,3.9
Cafe Retreat,Hyderabad,6786,3.6
Resort Delight,Hyderabad,5356,3.6
Cafe Delight,Hyderabad,2528,3.0
Palace Corner,Hyderabad,3202,4.5
Lounge Delight,Hyderabad,5215,4.9
Plaza Terrace,Pune,4502,3.7
Bistro Spice,Pune,2156,3.9
Resort Hub,Pune,5014,4.3
Garden Hub,Pune,6591,3.7
Cafe Delight,Pune,6479,3.7
The Grill,Pune,1154,4.3
The Grill,Pune,4026,3.1
Garden Retreat,Pune,5268,3.8
Resort Retreat,Pune,5679,4.0
Bistro Delight,Pune,2647,4.3
The Grill,Ahmedabad,5954,4.7
Resort Heaven,Ahmedabad,1514,3.7
Resort Spice,Ahmedabad,2118,2.9
Hotel Corner,Ahmedabad,3184,2.9
Garden Terrace,Ahmedabad,1865,3.5
Inn Retreat,Ahmedabad,5226,4.4
The Delight,Ahmedabad,6262,3.1
Lounge Retreat,Ahmedabad,4757,3.9
Royal Hub,Jaipur,4425,3.0
Lounge Spice,Jaipur,1043,3.9
The Corner,Jaipur,6986,2.6
Palace Terrace,Jaipur,1367,4.5
Cafe Delight,Jaipur,3978,4.8
Plaza Grill,Jaipur,6479,3.1
Palace Grill,Jaipur,4426,4.7
Inn Retreat,Lucknow,5079,4.8
Resort Retreat,Lucknow,3928,3.8
Plaza Terrace,Lucknow,1561,2.7
Resort Hub,Lucknow,850,3.1
Royal Hub,Lucknow,2819,2.8
Plaza Delight,Lucknow,6233,2.6
Bistro Corner,Delhi,4221,4.3
Hotel Delight,Delhi,6870,3.4
Bistro Terrace,Delhi,1102,4.0
Garden Hub,Delhi,5463,2.6
Lounge Corner,Delhi,1183,2.7
Inn Paradise,Delhi,5741,4.6
Resort Paradise,Delhi,3914,2.6
Resort Oasis,Delhi,1397,3.1
Palace Delight,Delhi,3590,2.9
Bistro Hub,Delhi,6192,2.9
Hotel Delight,Mumbai,5543,4.6
Lounge Oasis,Mumbai,3588,4.7
Resort Oasis,Mumbai,6784,3.2
Cafe Hub,Mumbai,6402,3.8
Cafe Spice,Mumbai,2864,3.9
The Paradise,Mumbai,3349,3.3
Palace Oasis,Mumbai,1936,3.5
Inn Heaven,Mumbai,2850,2.6
Cafe Retreat,Mumbai,1799,3.9
Palace Paradise,Mumbai,3428,4.7
Garden Hub,Chennai,2871,2.7
Bistro Grill,Chennai,1313,4.6
Cafe Delight,Chennai,5300,5.0
Lounge Retreat,Chennai,6342,3.6
Royal Oasis,Chennai,2280,4.6
The Retreat,Chennai,1097,2.5
Palace Corner,Chennai,3923,2.9
Plaza Hub,Kolkata,1716,3.9
Garden Delight,Kolkata,6302,4.8
Resort Heaven,Kolkata,5279,3.9
Cafe Grill,Kolkata,6657,4.5
Resort Grill,Kolkata,4701,4.0
Garden Paradise,Kolkata,4449,2.7
Hotel Heaven,Kolkata,6086,3.4
Inn Grill,Bengaluru,1169,3.8
Cafe Paradise,Bengaluru,2459,4.2
Bistro Terrace,Bengaluru,1897,4.1
Resort Delight,Bengaluru,6235,4.4
Resort Delight,Bengaluru,5023,2.8
Royal Spice,Bengaluru,5299,4.0
Lounge Terrace,Bengaluru,6180,3.1
Bistro Oasis,Bengaluru,6182,2.6
Royal Paradise,Hyderabad,5807,3.4
Inn Oasis,Hyderabad,4257,5.0
The Terrace,Hyderabad,6401,4.5
Plaza Grill,Hyderabad,4979,4.2
Lounge Spice,Hyderabad,3113,4.2
Hotel Corner,Hyderabad,6621,3.0
The Retreat,Hyderabad,4082,3.2
Royal Retreat,Hyderabad,1685,3.9
Hotel Retreat,Hyderabad,5697,2.6
Palace Corner,Hyderabad,2433,2.7
Lounge Corner,Pune,2930,4.6
Resort Delight,Pune,1870,3.9
Hotel Oasis,Pune,2944,5.0
Hotel Terrace,Pune,2235,3.1
Resort Heaven,Pune,6209,4.3
Royal Spice,Pune,4299,4.8
Inn Spice,Pune,3649,4.7
Inn Terrace,Pune,2472,4.5
Palace Oasis,Pune,4367,4.5
The Oasis,Pune,6444,4.2
Royal Retreat,Ahmedabad,5689,2.6
Garden Terrace,Ahmedabad,3005,3.5
Palace Hub,Ahmedabad,2039,4.8
Inn Delight,Ahmedabad,2204,4.9
Bistro Spice,Ahmedabad,6755,3.7
Cafe Paradise,Ahmedabad,4836,4.3
Palace Corner,Ahmedabad,4318,4.1
Royal Spice,Ahmedabad,6526,3.7
Plaza Hub,Jaipur,6775,4.8
Bistro Retreat,Jaipur,3355,3.6
Royal Delight,Jaipur,5668,4.1
Hotel Grill,Jaipur,3052,4.5
Inn Paradise,Jaipur,4156,2.8
Hotel Paradise,Jaipur,3503,4.8
Inn Retreat,Jaipur,3312,3.4
Hotel Hub,Lucknow,5920,3.4
Hotel Retreat,Lucknow,3421,4.8
Plaza Corner,Lucknow,3243,2.9
Lounge Retreat,Lucknow,4838,4.9
Lounge Oasis,Lucknow,4373,4.1
Inn Retreat,Lucknow,3906,3.6
Resort Hub,Delhi,2535,3.8
Royal Paradise,Delhi,4086,4.1
Lounge Grill,Delhi,6349,2.8
Inn Spice,Delhi,5513,2.6
Inn Heaven,Delhi,6466,4.5
Royal Delight,Delhi,4015,2.5
The Grill,Delhi,1711,4.2
The Retreat,Delhi,1590,3.4
Royal Terrace,Delhi,5617,4.2
Cafe Delight,Delhi,3960,4.2
Cafe Oasis,Mumbai,2548,5.0
Hotel Corner,Mumbai,1843,4.4
Royal Delight,Mumbai,1283,2.9
The Corner,Mumbai,6154,4.6
The Oasis,Mumbai,4086,2.8
Hotel Delight,Mumbai,6902,3.6
Cafe Hub,Mumbai,6186,3.0
Inn Heaven,Mumbai,4566,2.6
The Delight,Mumbai,4061,5.0
The Delight,Mumbai,5143,4.5
Royal Spice,Chennai,5352,4.6
Lounge Paradise,Chennai,4376,3.8
Inn Delight,Chennai,4006,2.7
Palace Terrace,Chennai,5386,4.3
Plaza Heaven,Chennai,4490,3.8
Lounge Terrace,Chennai,4562,3.2
Palace Hub,Chennai,3056,3.2
Palace Terrace,Kolkata,3863,2.9
Lounge Delight,Kolkata,800,2.5
Royal Retreat,Kolkata,4134,3.3
Lounge Oasis,Kolkata,1894,4.7
Plaza Oasis,Kolkata,3489,4.7
Resort Grill,Kolkata,3554,3.7
Cafe Paradise,Kolkata,5519,3.5
Plaza Corner,Bengaluru,1587,3.4
The Heaven,Bengaluru,3872,4.7
Inn Delight,Bengaluru,6691,4.3
Inn Delight,Bengaluru,2904,4.0
Cafe Retreat,Bengaluru,6634,2.5
The Heaven,Bengaluru,4075,3.1
Bistro Paradise,Bengaluru,927,4.4
The Paradise,Bengaluru,898,2.5
Inn Heaven,Hyderabad,4231,2.9
Garden Oasis,Hyderabad,6123,4.2
Plaza Corner,Hyderabad,2843,3.8
Resort Hub,Hyderabad,6985,4.9
Palace Corner,Hyderabad,2445,4.1
Resort Retreat,Hyderabad,1711,4.2
Cafe Spice,Hyderabad,5073,2.8
Hotel Spice,Hyderabad,3439,4.6
Royal Hub,Hyderabad,5989,4.1
Palace Heaven,Hyderabad,6276,3.6
Garden Retreat,Pune,4932,4.2
The Paradise,Pune,5907,3.8
Resort Retreat,Pune,5474,3.0
Inn Grill,Pune,6121,4.6
Lounge Terrace,Pune,1326,3.5
Lounge Hub,Pune,5686,4.9
Inn Grill,Pune,4990,3.3
Cafe Spice,Pune,1962,4.5
The Spice,Pune,4170,2.9
Royal Corner,Pune,6932,4.9
Resort Paradise,Ahmedabad,1163,4.2
Cafe Corner,Ahmedabad,6957,3.3
Inn Grill,Ahmedabad,2635,4.2
Resort Oasis,Ahmedabad,6350,4.5
Resort Hub,Ahmedabad,3006,4.9
Royal Spice,Ahmedabad,5888,4.5
Garden Terrace,Ahmedabad,2216,3.1
Plaza Paradise,Ahmedabad,3480,3.5
Inn Hub,Jaipur,3275,4.2
Resort Retreat,Jaipur,2584,3.9
Palace Delight,Jaipur,2688,3.2
The Corner,Jaipur,5985,4.0
Garden Grill,Jaipur,4968,3.8
Lounge Delight,Jaipur,4131,4.6
Plaza Delight,Jaipur,5573,4.6
Inn Corner,Lucknow,1010,3.7
Hotel Grill,Lucknow,4575,3.9
Hotel Paradise,Lucknow,6059,3.1
Plaza Oasis,Lucknow,969,4.0
Plaza Grill,Lucknow,961,2.9
Resort Oasis,Lucknow,1589,2.7
Bistro Hub,Delhi,5489,2.7
Inn Heaven,Delhi,3565,2.7
Bistro Spice,Delhi,2875,4.9
Inn Spice,Delhi,5053,4.7
Garden Spice,Delhi,3371,3.2
Garden Retreat,Delhi,3881,3.0
Inn Hub,Delhi,4477,4.2
Royal Retreat,Delhi,894,2.6
Hotel Terrace,Delhi,3849,3.4
Royal Corner,Delhi,4693,3.2
Garden Terrace,Mumbai,3756,3.7
The Hub,Mumbai,4915,4.3
Inn Delight,Mumbai,1911,4.9
Palace Hub,Mumbai,4656,3.7
The Paradise,Mumbai,3699,3.6
Palace Heaven,Mumbai,6886,3.2
Hotel Spice,Mumbai,4814,3.2
Resort Hub,Mumbai,5219,4.9
Resort Delight,Mumbai,2078,4.9
Inn Spice,Mumbai,4274,4.2
The Terrace,Chennai,4620,4.4
The Oasis,Chennai,1119,2.7
Plaza Grill,Chennai,810,4.7
The Spice,Chennai,2933,4.8
Resort Spice,Chennai,4604,3.9
Plaza Heaven,Chennai,1603,2.5
Lounge Paradise,Chennai,1418,3.7
Hotel Oasis,Kolkata,1094,3.5
Cafe Heaven,Kolkata,1571,4.9
Palace Terrace,Kolkata,4870,3.2
Royal Retreat,Kolkata,5858,4.3
Garden Paradise,Kolkata,4935,2.9
The Grill,Kolkata,5732,3.6
Royal Spice,Kolkata,4624,4.9
Hotel Corner,Bengaluru,6783,2.7
Garden Grill,Bengaluru,2046,3.7
Palace Paradise,Bengaluru,3521,3.7
Lounge Retreat,Bengaluru,3178,4.7
Garden Grill,Bengaluru,1020,4.1
Palace Grill,Bengaluru,938,2.9
Resort Delight,Bengaluru,5830,2.6
Hotel Delight,Bengaluru,1722,4.9
Garden Grill,Hyderabad,3424,4.7
Cafe Terrace,Hyderabad,2678,4.0
Lounge Hub,Hyderabad,3294,4.1
Palace Retreat,Hyderabad,1709,3.3
Garden Hub,Hyderabad,6465,3.9
The Oasis,Hyderabad,3042,3.3
Garden Oasis,Hyderabad,2907,3.3
Hotel Heaven,Hyderabad,3980,4.7
Resort Paradise,Hyderabad,6439,2.6
Plaza Terrace,Hyderabad,2686,4.8
Resort Corner,Pune,2231,4.5
Plaza Delight,Pune,6900,3.7
Royal Oasis,Pune,3700,2.8
The Spice,Pune,2485,3.9
Inn Terrace,Pune,3302,4.6
Palace Terrace,Pune,4456,3.9
Royal Heaven,Pune,2496,4.1
Cafe Terrace,Pune,2621,3.3
Resort Oasis,Pune,6418,3.2
Palace Terrace,Pune,4867,3.4
Palace Delight,Ahmedabad,6859,3.3
Inn Retreat,Ahmedabad,5445,3.4
Inn Retreat,Ahmedabad,3368,3.1
Hotel Corner,Ahmedabad,1661,2.7
Palace Heaven,Ahmedabad,5682,4.7
Plaza Oasis,Ahmedabad,3404,3.1
Royal Hub,Ahmedabad,3967,3.5
Cafe Corner,Ahmedabad,3165,5.0
The Heaven,Jaipur,2525,3.4
Cafe Retreat,Jaipur,1404,4.8
Resort Retreat,Jaipur,945,4.5
Resort Heaven,Jaipur,5103,3.6
Bistro Paradise,Jaipur,2316,2.8
The Terrace,Jaipur,5902,2.9
The Corner,Jaipur,4604,3.6
Garden Terrace,Lucknow,6292,2.6
Palace Retreat,Lucknow,6085,4.7
The Paradise,Lucknow,5019,2.7
Bistro Grill,Lucknow,1615,4.4
Plaza Corner,Lucknow,6005,3.3
Royal Heaven,Lucknow,1408,2.8
Lounge Terrace,Delhi,2594,2.6
Inn Delight,Delhi,3410,3.4
Inn Heaven,Delhi,930,4.5
Plaza Spice,Delhi,6224,3.9
Bistro Delight,Delhi,849,2.7
Cafe Heaven,Delhi,3070,3.7
Garden Terrace,Delhi,6863,2.7
Palace Delight,Delhi,847,4.3
Plaza Delight,Delhi,5339,3.0
Cafe Hub,Delhi,828,4.4
Garden Paradise,Mumbai,4421,4.2
Resort Retreat,Mumbai,865,4.8
Bistro Heaven,Mumbai,818,2.6
Cafe Paradise,Mumbai,3439,3.1
The Corner,Mumbai,869,4.4
Lounge Heaven,Mumbai,1583,5.0
Plaza Corner,Mumbai,6014,3.7
The Paradise,Mumbai,4737,3.6
Palace Terrace,Mumbai,3086,4.8
Royal Oasis,Mumbai,4441,2.8
Resort Spice,Chennai,6794,2.6
Garden Terrace,Chennai,2119,3.3
Hotel Heaven,Chennai,3440,3.1
Hotel Spice,Chennai,1688,2.7
Palace Grill,Chennai,2203,3.5
The Corner,Chennai,1448,5.0
