Name of the hotel,City,Budget for 1 day and night,Rating of the hotel
Palace Suites,Ahmedabad,5004,2.8
Suites Lounge,Ahmedabad,14671,4.3
Suites Retreat,Ahmedabad,11919,4.9
Heights Residency,Ahmedabad,13325,4.0
Heights Lounge,Ahmedabad,13379,4.7
Royal Heights,Ahmedabad,14749,4.0
Regency Lounge,Jaipur,3859,3.9
Bay Palace,Jaipur,6594,3.9
Palace Suites,Jaipur,11453,3.9
Royal Retreat,Jaipur,6686,4.0
Bay Gardens,Jaipur,9390,4.0
Hotel Gardens,Jaipur,11684,4.3
Suites Retreat,Jaipur,10776,3.3
Royal Gardens,Jaipur,13088,3.7
Regency Oasis,Lucknow,9890,3.2
Bay Retreat,Lucknow,6977,3.5
Suites Vista,Lucknow,3129,2.9
Suites Residency,Lucknow,8316,4.6
Royal Retreat,Lucknow,3714,4.7
Palace Palace,Lucknow,11249,4.0
Grand Oasis,Delhi,1105,4.9
Plaza Retreat,Delhi,8489,3.8
Plaza Lounge,Delhi,13743,4.6
Suites Inn,Delhi,2729,4.2
Royal Oasis,Delhi,1221,3.4
Inn Oasis,Delhi,13512,3.3
Heights Residency,Delhi,6115,2.5
Grand Heights,Mumbai,11167,3.3
Resort Oasis,Mumbai,6453,3.5
Resort Residency,Mumbai,2948,2.8
Palace Vista,Mumbai,13343,2.6
Inn Retreat,Mumbai,8218,4.0
Inn Retreat,Mumbai,13010,3.2
Palace Inn,Chennai,1998,4.2
Plaza Heights,Chennai,14118,3.7
Plaza Lounge,Chennai,10765,4.1
Hotel Lounge,Chennai,7578,2.9
Suites Oasis,Chennai,12669,4.6
Heights Retreat,Chennai,10747,4.0
Suites Vista,Chennai,8898,2.8
Suites Inn,Kolkata,7213,4.9
Bay Suites,Kolkata,6031,4.9
Heights Retreat,Kolkata,2626,3.8
Hotel Palace,Kolkata,3737,2.6
Heights Suites,Kolkata,8210,3.6
Regency Oasis,Kolkata,5249,3.2
Plaza Inn,Bengaluru,4186,4.8
Resort Inn,Bengaluru,12994,4.6
Palace Oasis,Bengaluru,1192,3.6
Hotel Vista,Bengaluru,14030,4.3
Bay Oasis,Bengaluru,3945,4.3
Inn Lounge,Bengaluru,9885,2.9
Heights Palace,Bengaluru,14063,3.5
Grand Inn,Bengaluru,14550,4.6
Suites Inn,Bengaluru,2906,5.0
Royal Retreat,Hyderabad,14198,3.8
Grand Oasis,Hyderabad,10486,2.5
Plaza Palace,Hyderabad,10935,3.9
Palace Palace,Hyderabad,2218,3.3
Inn Inn,Hyderabad,7278,3.7
Palace Gardens,Hyderabad,11920,3.0
Suites Residency,Hyderabad,12240,4.2
Hotel Heights,Hyderabad,10938,4.9
Bay Gardens,Hyderabad,2265,3.6
Palace Inn,Pune,7278,3.3
Royal Gardens,Pune,4819,4.6
Regency Palace,Pune,5355,3.8
Regency Inn,Pune,8354,3.6
Palace Lounge,Pune,4457,4.6
Bay Gardens,Pune,7622,2.8
Suites Retreat,Pune,2757,4.3
Palace Retreat,Pune,13137,4.5
Inn Palace,Pune,1867,4.8
Inn Residency,Ahmedabad,10304,3.7
Resort Lounge,Ahmedabad,10097,4.7
Plaza Lounge,Ahmedabad,3525,2.6
Hotel Suites,Ahmedabad,13074,4.5
Heights Gardens,Ahmedabad,920,4.9
Royal Oasis,Ahmedabad,3163,4.0
Plaza Suites,Ahmedabad,8168,3.1
Suites Inn,Ahmedabad,6105,3.1
Palace Inn,Ahmedabad,12331,3.8
Grand Suites,Ahmedabad,13633,2.9
Bay Heights,Jaipur,6952,3.0
Regency Suites,Jaipur,4219,4.2
Hotel Retreat,Jaipur,13030,3.3
Hotel Oasis,Jaipur,9284,3.0
Resort Vista,Jaipur,2809,3.3
Heights Inn,Jaipur,4544,3.2
Suites Vista,Jaipur,5864,3.6
Regency Heights,Jaipur,9881,2.7
Suites Oasis,Lucknow,6886,4.5
Plaza Lounge,Lucknow,10201,3.6
Suites Gardens,Lucknow,11420,4.3
Bay Heights,Lucknow,13747,3.0
Hotel Lounge,Lucknow,6547,3.6
Bay Lounge,Lucknow,9076,3.6
Grand Suites,Delhi,4856,4.7
Hotel Retreat,Delhi,8976,4.0
Regency Vista,Delhi,1225,4.4
Resort Oasis,Delhi,9060,3.5
Resort Gardens,Delhi,5790,4.1
Bay Vista,Delhi,11838,4.4
Grand Gardens,Delhi,1906,3.1
Plaza Gardens,Mumbai,12870,3.3
Palace Suites,Mumbai,11447,4.1
Grand Heights,Mumbai,3005,2.9
Hotel Retreat,Mumbai,5998,4.2
Hotel Inn,Mumbai,5500,4.3
Palace Suites,Mumbai,9909,3.6
Suites Lounge,Chennai,11441,4.9
Grand Vista,Chennai,7484,4.1
Royal Lounge,Chennai,3096,3.7
Plaza Lounge,Chennai,1290,3.6
Palace Vista,Chennai,13331,3.4
Plaza Gardens,Chennai,11347,4.0
Plaza Palace,Chennai,5580,4.7
Royal Heights,Kolkata,13950,5.0
Plaza Residency,Kolkata,8603,3.6
Resort Vista,Kolkata,10995,4.4
Royal Residency,Kolkata,13466,3.7
Inn Retreat,Kolkata,6794,4.2
Royal Vista,Kolkata,1820,3.1
Royal Lounge,Bengaluru,10943,3.3
Regency Lounge,Bengaluru,14135,3.9
Palace Lounge,Bengaluru,6328,3.5
Bay Oasis,Bengaluru,5055,4.5
Bay Residency,Bengaluru,3311,3.5
Suites Lounge,Bengaluru,3413,3.7
Inn Inn,Bengaluru,10935,4.7
Plaza Oasis,Bengaluru,9710,3.9
Palace Vista,Bengaluru,1584,3.9
Inn Gardens,Hyderabad,11285,4.9
Plaza Heights,Hyderabad,4243,3.3
Bay Oasis,Hyderabad,14357,3.0
Bay Gardens,Hyderabad,2755,4.7
Palace Heights,Hyderabad,14751,4.0
Heights Inn,Hyderabad,10117,3.2
Heights Vista,Hyderabad,11734,4.2
Heights Gardens,Hyderabad,12941,2.9
Royal Oasis,Hyderabad,4494,3.4
Grand Inn,Pune,14276,3.0
Heights Residency,Pune,3613,3.4
Plaza Vista,Pune,1337,3.1
Heights Vista,Pune,7675,4.7
Resort Inn,Pune,6405,4.1
Heights Gardens,Pune,3295,3.9
Hotel Residency,Pune,12737,4.6
Resort Gardens,Pune,13320,3.2
Grand Vista,Pune,9945,3.2
Royal Lounge,Ahmedabad,9566,4.6
Regency Lounge,Ahmedabad,10376,3.5
Resort Inn,Ahmedabad,12353,3.2
Hotel Heights,Ahmedabad,8672,3.6
Heights Oasis,Ahmedabad,9479,3.2
Bay Inn,Ahmedabad,5637,3.1
Heights Residency,Ahmedabad,12262,4.5
Royal Palace,Ahmedabad,9479,2.7
Suites Gardens,Ahmedabad,4803,4.8
Grand Retreat,Ahmedabad,9842,3.2
Palace Inn,Jaipur,10971,4.7
Resort Vista,Jaipur,5382,3.8
Inn Gardens,Jaipur,2594,2.5
Resort Lounge,Jaipur,6380,2.9
Bay Oasis,Jaipur,1473,2.9
Suites Heights,Jaipur,10739,4.6
Resort Inn,Jaipur,5842,3.8
Palace Gardens,Jaipur,10736,4.8
Resort Inn,Lucknow,9583,2.8
Regency Heights,Lucknow,11219,2.8
Inn Vista,Lucknow,10632,4.2
Regency Palace,Lucknow,5247,4.3
Plaza Lounge,Lucknow,8873,4.1
Royal Vista,Lucknow,8797,4.8
Plaza Residency,Delhi,3792,3.7
Plaza Retreat,Delhi,4709,4.1
Royal Gardens,Delhi,7640,3.1
Royal Lounge,Delhi,13350,2.7
Palace Oasis,Delhi,7587,4.1
Inn Oasis,Delhi,935,2.7
Hotel Heights,Delhi,1870,4.6
Inn Suites,Mumbai,12803,3.8
Plaza Residency,Mumbai,13497,3.4
Heights Suites,Mumbai,1679,3.5
Heights Lounge,Mumbai,14567,4.7
Heights Palace,Mumbai,1133,3.5
Grand Vista,Mumbai,5752,2.8
Hotel Palace,Chennai,4173,4.9
Inn Gardens,Chennai,12305,2.7
Palace Retreat,Chennai,1269,4.8
Plaza Residency,Chennai,9639,3.2
Suites Oasis,Chennai,8184,2.7
Heights Gardens,Chennai,2378,2.7
Inn Oasis,Chennai,5090,2.9
Inn Lounge,Kolkata,6406,3.6
Heights Lounge,Kolkata,14861,2.9
Plaza Gardens,Kolkata,3648,4.5
Inn Palace,Kolkata,6190,4.8
Bay Vista,Kolkata,2121,4.4
Heights Retreat,Kolkata,8126,3.3
Heights Oasis,Bengaluru,9658,4.9
Palace Residency,Bengaluru,5531,4.8
Suites Vista,Bengaluru,2389,2.6
Bay Palace,Bengaluru,4916,3.0
Suites Palace,Bengaluru,7670,4.2
Palace Oasis,Bengaluru,10271,3.8
Inn Residency,Bengaluru,966,3.0
Palace Oasis,Bengaluru,10860,3.1
Heights Palace,Bengaluru,5934,4.5
Heights Residency,Hyderabad,6778,4.8
Inn Oasis,Hyderabad,8301,4.5
Hotel Oasis,Hyderabad,7348,4.8
Inn Residency,Hyderabad,11232,4.1
Palace Lounge,Hyderabad,10702,4.3
Heights Vista,Hyderabad,11282,3.4
Suites Vista,Hyderabad,11515,2.8
Palace Heights,Hyderabad,14121,4.0
Heights Gardens,Hyderabad,6687,4.5
Grand Retreat,Pune,8609,4.5
Inn Oasis,Pune,14727,4.8
Palace Retreat,Pune,9268,3.0
Regency Gardens,Pune,6438,3.8
Palace Gardens,Pune,5331,4.7
Resort Suites,Pune,3214,2.7
Plaza Gardens,Pune,3640,3.9
Suites Suites,Pune,12353,2.9
Heights Vista,Pune,1943,4.1
Royal Oasis,Ahmedabad,5964,4.6
Grand Inn,Ahmedabad,7170,4.5
Regency Retreat,Ahmedabad,5442,3.4
Royal Vista,Ahmedabad,12336,4.5
Bay Suites,Ahmedabad,1088,3.9
Hotel Vista,Ahmedabad,8536,4.5
Inn Inn,Ahmedabad,9022,4.4
Palace Oasis,Ahmedabad,1909,3.1
Inn Suites,Ahmedabad,13052,4.4
Grand Gardens,Ahmedabad,1981,4.0
Royal Residency,Jaipur,9217,3.1
Heights Inn,Jaipur,3615,4.0
Heights Palace,Jaipur,11219,3.4
Resort Palace,Jaipur,9529,3.7
Resort Residency,Jaipur,2810,5.0
Inn Residency,Jaipur,2103,4.1
Hotel Oasis,Jaipur,14214,3.3
Resort Gardens,Jaipur,3596,3.6
Suites Lounge,Lucknow,5296,2.6
Plaza Vista,Lucknow,9720,4.4
Inn Oasis,Lucknow,8006,3.3
Heights Retreat,Lucknow,6008,2.8
Inn Heights,Lucknow,1181,3.9
Regency Inn,Lucknow,1548,3.5
Regency Heights,Delhi,11270,4.8
Heights Lounge,Delhi,2852,3.2
Hotel Lounge,Delhi,7287,4.4
Bay Retreat,Delhi,14888,4.8
Grand Heights,Delhi,8665,4.8
Suites Palace,Delhi,8940,4.5
Grand Retreat,Delhi,4934,4.1
Regency Palace,Mumbai,10858,4.3
Regency Retreat,Mumbai,7575,4.0
Heights Gardens,Mumbai,10516,4.8
Plaza Vista,Mumbai,6899,4.6
Grand Palace,Mumbai,10485,3.0
Palace Heights,Mumbai,10937,2.6
Grand Inn,Chennai,1525,3.7
Grand Suites,Chennai,2833,4.6
Regency Gardens,Chennai,8291,4.4
Inn Palace,Chennai,9745,3.3
Plaza Oasis,Chennai,3648,4.1
Royal Retreat,Chennai,10968,4.9
Hotel Suites,Chennai,1563,3.7
Palace Heights,Kolkata,10446,3.3
Resort Heights,Kolkata,3439,3.3
Bay Heights,Kolkata,12075,2.5
Resort Heights,Kolkata,5471,4.0
Grand Residency,Kolkata,9552,4.4
Regency Vista,Kolkata,11548,4.6
Plaza Oasis,Bengaluru,6121,2.8
Resort Inn,Bengaluru,1424,3.0
Regency Inn,Bengaluru,4227,3.5
Hotel Oasis,Bengaluru,10528,2.9
Hotel Heights,Bengaluru,6887,4.7
Inn Residency,Bengaluru,7136,3.7
Palace Inn,Bengaluru,3998,4.2
Resort Retreat,Bengaluru,7769,2.8
Resort Heights,Bengaluru,13879,4.7
Resort Gardens,Hyderabad,1282,4.1
Regency Inn,Hyderabad,7727,4.8
Suites Suites,Hyderabad,800,3.8
Royal Vista,Hyderabad,7289,3.9
Bay Suites,Hyderabad,12846,4.0
Bay Palace,Hyderabad,9096,3.7
Hotel Suites,Hyderabad,10681,4.5
Inn Residency,Hyderabad,14231,3.5
Royal Oasis,Hyderabad,10508,3.0
Regency Lounge,Pune,9529,2.7
Regency Gardens,Pune,7548,3.6
Royal Suites,Pune,12612,2.7
Resort Gardens,Pune,11030,3.0
Grand Inn,Pune,6710,4.6
Suites Suites,Pune,2151,4.7
Regency Gardens,Pune,6474,3.7
Plaza Gardens,Pune,13071,3.4
Bay Retreat,Pune,11109,3.4
Resort Oasis,Ahmedabad,13702,2.8
Grand Suites,Ahmedabad,12150,4.3
Inn Heights,Ahmedabad,1213,2.8
Suites Gardens,Ahmedabad,7859,3.9
Inn Suites,Ahmedabad,8220,3.8
Inn Oasis,Ahmedabad,13561,4.5
Bay Lounge,Ahmedabad,1625,3.6
Palace Lounge,Ahmedabad,9548,3.1
Hotel Gardens,Ahmedabad,4538,3.0
Suites Gardens,Ahmedabad,3774,3.6
Heights Retreat,Jaipur,3102,3.2
Resort Palace,Jaipur,8301,3.0
Resort Retreat,Jaipur,8819,4.8
Heights Heights,Jaipur,10315,3.2
Resort Vista,Jaipur,7651,3.6
Inn Lounge,Jaipur,11157,3.6
Inn Residency,Jaipur,9971,2.8
Palace Suites,Jaipur,9115,4.8
Suites Heights,Lucknow,3270,3.0
Suites Suites,Lucknow,3330,3.5
Royal Inn,Lucknow,13245,2.7
Inn Residency,Lucknow,1452,2.7
Grand Palace,Lucknow,809,2.9
Regency Retreat,Lucknow,5430,2.6
Suites Suites,Delhi,13135,4.4
Inn Suites,Delhi,1312,3.6
Palace Retreat,Delhi,3920,2.8
Inn Suites,Delhi,6973,3.6
Suites Residency,Delhi,5325,2.6
Regency Lounge,Delhi,11425,5.0
Heights Retreat,Delhi,1352,3.5
Suites Retreat,Mumbai,8708,4.5
Heights Inn,Mumbai,5595,3.0
Heights Lounge,Mumbai,4847,4.0
Palace Inn,Mumbai,8401,4.5
Plaza Vista,Mumbai,12332,3.1
Royal Palace,Mumbai,5252,4.6
Suites Vista,Chennai,10071,2.6
Plaza Heights,Chennai,11440,4.1
Resort Lounge,Chennai,10714,2.9
Inn Palace,Chennai,4213,4.2
Grand Oasis,Chennai,10950,4.6
Suites Vista,Chennai,7973,3.1
Resort Gardens,Chennai,8719,4.2
Resort Inn,Kolkata,8151,4.4
Royal Lounge,Kolkata,12774,4.3
Hotel Inn,Kolkata,5440,3.6
Palace Vista,Kolkata,12604,3.3
Palace Inn,Kolkata,13735,3.8
Resort Gardens,Kolkata,8245,3.8
Bay Oasis,Bengaluru,13279,3.2
Bay Inn,Bengaluru,8655,4.6
Grand Inn,Bengaluru,7996,2.8
Royal Retreat,Bengaluru,7016,3.4
Hotel Palace,Bengaluru,13299,3.6
Suites Gardens,Bengaluru,5521,2.8
Inn Oasis,Bengaluru,14772,3.2
Hotel Palace,Bengaluru,6513,4.7
Bay Gardens,Bengaluru,14726,3.8
Palace Residency,Hyderabad,9617,3.2
Grand Retreat,Hyderabad,2183,2.7
Plaza Palace,Hyderabad,4271,4.4
Bay Gardens,Hyderabad,9319,2.6
Plaza Residency,Hyderabad,7504,3.4
Regency Palace,Hyderabad,8786,4.4
Royal Oasis,Hyderabad,5827,2.8
Royal Heights,Hyderabad,4364,3.9
Bay Gardens,Hyderabad,9975,3.5
Heights Inn,Pune,5388,3.6
Heights Palace,Pune,11364,3.3
Grand Palace,Pune,12356,3.4
Royal Vista,Pune,7253,4.9
Suites Palace,Pune,9004,4.1
Bay Gardens,Pune,2259,4.4
Hotel Palace,Pune,11084,3.8
Resort Heights,Pune,1138,4.1
Royal Residency,Pune,6109,2.8
Regency Inn,Ahmedabad,8489,3.9
Palace Gardens,Ahmedabad,10600,4.9
Bay Retreat,Ahmedabad,13888,4.3
Bay Gardens,Ahmedabad,1657,3.8
Royal Suites,Ahmedabad,13454,4.7
Grand Palace,Ahmedabad,10836,4.0
Grand Palace,Ahmedabad,10560,4.2
Royal Heights,Ahmedabad,3681,4.2
Grand Palace,Ahmedabad,3348,3.6
Bay Suites,Ahmedabad,9189,3.1
Regency Residency,Jaipur,3095,3.2
Resort Residency,Jaipur,14848,4.1
Royal Palace,Jaipur,7697,4.0
Resort Residency,Jaipur,10535,3.6
Bay Residency,Jaipur,14579,2.8
Regency Inn,Jaipur,12010,2.9
Suites Palace,Jaipur,4974,3.2
Grand Inn,Jaipur,2219,3.3
Royal Residency,Lucknow,4915,3.4
Hotel Suites,Lucknow,11594,3.9
Royal Palace,Lucknow,11607,4.8
Grand Retreat,Lucknow,3269,4.1
Inn Vista,Lucknow,8609,2.7
Inn Retreat,Lucknow,2408,4.3
Plaza Oasis,Delhi,9645,3.2
Resort Lounge,Delhi,10213,4.0
Resort Oasis,Delhi,3999,3.8
Suites Palace,Delhi,9774,3.1
Bay Oasis,Delhi,3776,4.5
Bay Residency,Delhi,11469,2.9
Inn Suites,Delhi,4059,4.6
Bay Retreat,Mumbai,5530,3.8
Regency Lounge,Mumbai,8963,4.2
Heights Residency,Mumbai,13963,2.5
Palace Oasis,Mumbai,13590,2.6
Plaza Retreat,Mumbai,3774,4.1
Heights Inn,Mumbai,4723,4.8
Grand Retreat,Chennai,4271,4.7
Heights Retreat,Chennai,3343,3.9
Palace Lounge,Chennai,14491,2.8
Suites Inn,Chennai,14128,3.1
Grand Residency,Chennai,6284,4.2
Regency Vista,Chennai,1473,3.7
Resort Oasis,Chennai,1065,3.0
Bay Vista,Kolkata,4475,2.5
Inn Retreat,Kolkata,2113,3.0
Regency Inn,Kolkata,8607,3.2
Hotel Retreat,Kolkata,7515,2.7
Suites Suites,Kolkata,10351,4.6
Hotel Vista,Kolkata,5797,3.1
Bay Lounge,Bengaluru,10903,3.0
Heights Vista,Bengaluru,7171,3.3
Hotel Suites,Bengaluru,9837,3.0
Suites Lounge,Bengaluru,6045,3.2
Heights Residency,Bengaluru,4026,3.4
Heights Lounge,Bengaluru,2425,3.7
Suites Suites,Bengaluru,3682,4.7
Suites Vista,Bengaluru,8987,4.7
Regency Heights,Bengaluru,1474,2.7
Bay Residency,Hyderabad,2629,4.2
Inn Lounge,Hyderabad,14356,3.5
Resort Oasis,Hyderabad,12611,3.8
Resort Heights,Hyderabad,9916,2.6
Royal Lounge,Hyderabad,4468,3.7
Hotel Gardens,Hyderabad,9633,4.3
Plaza Gardens,Hyderabad,3215,2.5
Suites Gardens,Hyderabad,3608,4.6
Bay Palace,Hyderabad,9615,4.9
Suites Gardens,Pune,14880,4.0
Palace Gardens,Pune,6165,3.7
Suites Lounge,Pune,1552,3.9
Heights Inn,Pune,2944,3.9
Hotel Gardens,Pune,5856,3.6
Bay Gardens,Pune,9643,4.8
Royal Retreat,Pune,3246,3.5
Bay Suites,Pune,10121,4.7
Suites Residency,Pune,1879,3.7
Regency Vista,Ahmedabad,13321,3.5
Suites Suites,Ahmedabad,11652,4.0
Plaza Palace,Ahmedabad,12353,2.7
Inn Lounge,Ahmedabad,2435,4.2
Grand Residency,Ahmedabad,5712,2.6
Palace Inn,Ahmedabad,4112,3.4
Resort Gardens,Ahmedabad,6675,4.3
Resort Suites,Ahmedabad,1970,2.5
Inn Inn,Ahmedabad,8775,3.2
Regency Gardens,Ahmedabad,1388,3.1
Resort Suites,Jaipur,9561,3.1
Regency Lounge,Jaipur,14524,4.4
Bay Lounge,Jaipur,5755,3.2
Grand Palace,Jaipur,14450,4.6
Resort Oasis,Jaipur,11162,4.0
Plaza Suites,Jaipur,12703,3.6
Hotel Palace,Jaipur,8408,4.4
Hotel Residency,Jaipur,3116,4.7
Royal Heights,Lucknow,5126,4.5
Royal Gardens,Lucknow,11021,4.2
Palace Inn,Lucknow,11315,3.5
Inn Suites,Lucknow,9544,3.8
Heights Suites,Lucknow,9508,2.8
Regency Oasis,Lucknow,13087,4.5
Palace Palace,Delhi,14567,3.8
Palace Suites,Delhi,8146,3.4
Suites Retreat,Delhi,7481,4.2
Resort Lounge,Delhi,3171,3.3
Inn Lounge,Delhi,1714,4.7
Suites Inn,Delhi,11901,2.6
Suites Inn,Delhi,14809,4.6
Palace Gardens,Mumbai,2636,3.7
Palace Suites,Mumbai,9170,2.9
Resort Oasis,Mumbai,920,4.4
Bay Palace,Mumbai,1070,3.1
Plaza Inn,Mumbai,6525,3.1
Hotel Suites,Mumbai,2118,3.2
Resort Retreat,Chennai,7591,3.2
Inn Vista,Chennai,1888,3.1
Hotel Suites,Chennai,6956,3.1
Regency Suites,Chennai,13574,2.7
Heights Vista,Chennai,3143,3.1
Hotel Oasis,Chennai,1911,3.4
Regency Oasis,Chennai,6856,4.0
Inn Inn,Kolkata,5975,2.7
Hotel Suites,Kolkata,7534,3.5
Regency Oasis,Kolkata,14468,4.3
Inn Inn,Kolkata,1893,2.8
Palace Gardens,Kolkata,9232,4.4
Palace Oasis,Kolkata,4325,4.2
Resort Heights,Bengaluru,14300,3.0
Resort Vista,Bengaluru,5255,3.4
Bay Retreat,Bengaluru,5802,3.0
Royal Palace,Bengaluru,1341,4.5
Inn Retreat,Bengaluru,7023,4.0
Grand Vista,Bengaluru,9800,4.7
Bay Lounge,Bengaluru,9713,4.9
Heights Vista,Bengaluru,8580,4.6
Royal Suites,Bengaluru,3193,4.3
Suites Residency,Hyderabad,6578,4.2
Regency Lounge,Hyderabad,9506,4.7
Grand Heights,Hyderabad,14517,3.0
Regency Lounge,Hyderabad,4470,4.0
Hotel Gardens,Hyderabad,10078,3.2
Royal Palace,Hyderabad,6553,3.1
Suites Retreat,Hyderabad,6895,3.6
Regency Residency,Hyderabad,2657,4.6
Royal Suites,Hyderabad,4959,3.2
Palace Inn,Pune,10898,4.9
Grand Oasis,Pune,7967,3.4
Resort Heights,Pune,8416,3.5
Bay Gardens,Pune,2557,2.5
Resort Heights,Pune,2423,4.3
Plaza Vista,Pune,8546,4.3
Suites Residency,Pune,4037,4.2
Resort Vista,Pune,4635,3.6
Resort Heights,Pune,6510,3.8
Resort Suites,Ahmedabad,2404,3.2
Inn Heights,Ahmedabad,14654,3.5
Resort Retreat,Ahmedabad,3448,4.8
Suites Inn,Ahmedabad,8936,2.6
Plaza Retreat,Ahmedabad,7913,3.3
Resort Inn,Ahmedabad,10930,5.0
Inn Residency,Ahmedabad,3267,3.6
Suites Inn,Ahmedabad,13614,4.4
Regency Lounge,Ahmedabad,6311,3.1
Hotel Suites,Ahmedabad,8628,2.9
Suites Inn,Jaipur,1682,4.9
Bay Residency,Jaipur,10511,2.7
Royal Vista,Jaipur,3109,3.6
Heights Vista,Jaipur,8377,4.5
Suites Palace,Jaipur,2005,4.1
Bay Inn,Jaipur,1786,3.7
Regency Retreat,Jaipur,10951,3.6
Inn Retreat,Jaipur,12904,4.6
Palace Palace,Lucknow,12876,4.1
Suites Suites,Lucknow,7740,2.7
Regency Lounge,Lucknow,2141,3.5
Inn Inn,Lucknow,2842,3.4
Inn Suites,Lucknow,1897,3.1
Heights Residency,Lucknow,13096,5.0
Bay Suites,Delhi,4232,3.9
Suites Palace,Delhi,12558,4.5
Resort Retreat,Delhi,11356,4.2
Grand Palace,Delhi,1321,3.1
Royal Retreat,Delhi,11143,3.1
Royal Retreat,Delhi,9880,3.2
Suites Inn,Delhi,13023,3.3
Royal Inn,Mumbai,2428,3.1
Palace Vista,Mumbai,4641,3.6
Regency Suites,Mumbai,2868,4.5
Suites Retreat,Mumbai,9231,4.7
Regency Retreat,Mumbai,1439,3.7
Hotel Gardens,Mumbai,7762,4.9
Royal Heights,Chennai,12424,3.7
Royal Vista,Chennai,4790,3.9
Palace Oasis,Chennai,2674,2.5
Inn Residency,Chennai,2432,4.2
Palace Retreat,Chennai,6194,4.4
Hotel Palace,Chennai,12973,3.7
Grand Heights,Chennai,10335,2.7
Palace Gardens,Kolkata,6926,4.6
Suites Heights,Kolkata,5385,3.5
Palace Gardens,Kolkata,14435,2.7
Bay Oasis,Kolkata,6376,4.8
Bay Inn,Kolkata,4264,3.0
Hotel Oasis,Kolkata,10182,4.1
Inn Heights,Bengaluru,2052,4.6
Grand Lounge,Bengaluru,5999,4.8
Royal Palace,Bengaluru,1912,3.0
Heights Gardens,Bengaluru,3970,2.9
Suites Gardens,Bengaluru,13469,4.2
Resort Vista,Bengaluru,12118,3.5
Royal Residency,Bengaluru,3769,4.9
Regency Inn,Bengaluru,1640,3.6
Grand Heights,Bengaluru,2063,4.6
Resort Heights,Hyderabad,9413,4.0
Bay Palace,Hyderabad,14866,2.8
Inn Oasis,Hyderabad,3263,4.3
Regency Retreat,Hyderabad,9656,2.7
Bay Inn,Hyderabad,4974,4.4
Suites Suites,Hyderabad,2580,5.0
Heights Lounge,Hyderabad,11171,3.4
Royal Vista,Hyderabad,4235,2.5
Hotel Heights,Hyderabad,11918,4.5
Suites Suites,Pune,14933,4.3
Royal Inn,Pune,3337,2.8
Hotel Gardens,Pune,2264,4.0
Palace Oasis,Pune,5547,5.0
Inn Suites,Pune,13318,4.4
Suites Gardens,Pune,11095,3.4
Inn Oasis,Pune,7149,2.9
Plaza Heights,Pune,6511,4.4
Grand Oasis,Pune,4756,3.5
Resort Lounge,Ahmedabad,13366,4.2
Hotel Suites,Ahmedabad,11085,2.7
Bay Oasis,Ahmedabad,3800,4.7
Suites Palace,Ahmedabad,11438,3.8
Suites Retreat,Ahmedabad,6440,4.7
Royal Inn,Ahmedabad,14705,3.4
Plaza Gardens,Ahmedabad,6357,2.9
Palace Heights,Ahmedabad,3417,2.6
Bay Residency,Ahmedabad,2286,3.4
Palace Vista,Ahmedabad,12241,4.6
Resort Inn,Jaipur,4535,3.4
Heights Palace,Jaipur,14660,2.7
Inn Suites,Jaipur,5532,4.2
Heights Retreat,Jaipur,7702,2.6
Grand Heights,Jaipur,11213,4.5
Regency Suites,Jaipur,2778,3.5
Palace Palace,Jaipur,11936,3.8
Royal Heights,Jaipur,4484,4.8
Bay Vista,Lucknow,11639,4.9
Regency Gardens,Lucknow,9769,4.2
Palace Heights,Lucknow,7022,3.4
Heights Lounge,Lucknow,1611,4.8
Bay Suites,Lucknow,3060,4.9
Suites Palace,Lucknow,8900,4.6
Grand Gardens,Delhi,9631,3.2
Resort Residency,Delhi,4078,3.2
Suites Palace,Delhi,8099,4.0
Inn Inn,Delhi,4222,4.6
Regency Retreat,Delhi,7652,4.4
Heights Suites,Delhi,8538,3.7
Grand Suites,Delhi,2158,2.6
Grand Residency,Mumbai,13752,2.9
Regency Residency,Mumbai,13253,3.2
Resort Palace,Mumbai,8823,3.9
Resort Gardens,Mumbai,12728,4.3
Suites Palace,Mumbai,12243,3.3
Grand Heights,Mumbai,5261,4.1
Resort Retreat,Chennai,2638,2.7
Plaza Heights,Chennai,11749,4.6
Royal Inn,Chennai,13667,2.8
Inn Lounge,Chennai,910,3.1
Grand Vista,Chennai,4951,2.9
Grand Palace,Chennai,2670,2.8
Resort Inn,Chennai,7951,4.4
Plaza Oasis,Kolkata,1092,2.9
Suites Retreat,Kolkata,10286,3.5
Hotel Inn,Kolkata,6242,2.9
Suites Vista,Kolkata,14538,2.8
Resort Gardens,Kolkata,1407,3.8
Heights Residency,Kolkata,1509,4.5
Grand Suites,Bengaluru,4898,3.2
Regency Suites,Bengaluru,9133,4.3
Resort Vista,Bengaluru,6448,4.7
Resort Palace,Bengaluru,6776,3.1
Resort Vista,Bengaluru,2257,3.5
Heights Lounge,Bengaluru,14364,4.1
Inn Retreat,Bengaluru,7850,4.7
Royal Inn,Bengaluru,8919,4.3
Suites Lounge,Bengaluru,3000,3.7
Inn Suites,Hyderabad,3224,4.1
Heights Inn,Hyderabad,13272,4.8
Resort Gardens,Hyderabad,3521,4.6
Suites Palace,Hyderabad,4228,3.9
Royal Palace,Hyderabad,14691,4.3
